date,MERCHANT_1_NUMBER_OF_TRX,MERCHANT_2_NUMBER_OF_TRX,MERCHANT_LOW_NUMBER_OF_TRX
2021-06-16 07:00:00,201.0,0.0,0.0
2021-06-16 08:00:00,172.0,0.0,0.0
2021-06-16 09:00:00,193.0,1.0,0.0
2021-06-16 10:00:00,199.0,1.0,0.0
2021-06-16 11:00:00,294.0,4.0,0.0
2021-06-16 12:00:00,422.0,4.0,0.0
2021-06-16 13:00:00,0.0,9.0,0.0
2021-06-16 14:00:00,0.0,3.0,0.0
2021-06-16 15:00:00,0.0,3.0,0.0
2021-06-16 16:00:00,0.0,5.0,1.0
2021-06-16 17:00:00,0.0,5.0,0.0
2021-06-16 18:00:00,0.0,5.0,0.0
2021-06-16 19:00:00,0.0,1.0,0.0
2021-06-16 20:00:00,0.0,15.0,0.0
2021-06-16 21:00:00,0.0,4.0,0.0
2021-06-16 22:00:00,0.0,8.0,0.0
2021-06-16 23:00:00,0.0,5.0,0.0
2021-06-17 00:00:00,0.0,12.0,0.0
2021-06-17 01:00:00,398.0,6.0,0.0
2021-06-17 02:00:00,276.0,4.0,1.0
2021-06-17 03:00:00,212.0,3.0,0.0
2021-06-17 04:00:00,323.0,2.0,0.0
2021-06-17 05:00:00,435.0,3.0,0.0
2021-06-17 06:00:00,300.0,0.0,0.0
2021-06-17 07:00:00,257.0,0.0,0.0
2021-06-17 08:00:00,218.0,1.0,0.0
2021-06-17 09:00:00,236.0,1.0,0.0
2021-06-17 10:00:00,234.0,0.0,0.0
2021-06-17 11:00:00,371.0,5.0,0.0
2021-06-17 12:00:00,437.0,2.0,0.0
2021-06-17 13:00:00,0.0,3.0,0.0
2021-06-17 14:00:00,0.0,5.0,0.0
2021-06-17 15:00:00,0.0,4.0,0.0
2021-06-17 16:00:00,0.0,2.0,0.0
2021-06-17 17:00:00,0.0,6.0,0.0
2021-06-17 18:00:00,0.0,11.0,0.0
2021-06-17 19:00:00,0.0,8.0,0.0
2021-06-17 20:00:00,0.0,9.0,0.0
2021-06-17 21:00:00,0.0,9.0,0.0
2021-06-17 22:00:00,0.0,6.0,0.0
2021-06-17 23:00:00,0.0,5.0,0.0
2021-06-18 00:00:00,0.0,9.0,1.0
2021-06-18 01:00:00,392.0,4.0,0.0
2021-06-18 02:00:00,297.0,4.0,0.0
2021-06-18 03:00:00,231.0,11.0,0.0
2021-06-18 04:00:00,345.0,8.0,0.0
2021-06-18 05:00:00,502.0,3.0,0.0
2021-06-18 06:00:00,341.0,3.0,0.0
2021-06-18 07:00:00,248.0,0.0,0.0
2021-06-18 08:00:00,202.0,0.0,0.0
2021-06-18 09:00:00,223.0,3.0,0.0
2021-06-18 10:00:00,279.0,6.0,0.0
2021-06-18 11:00:00,442.0,0.0,0.0
2021-06-18 12:00:00,413.0,8.0,0.0
2021-06-18 13:00:00,0.0,5.0,0.0
2021-06-18 14:00:00,0.0,3.0,0.0
2021-06-18 15:00:00,0.0,6.0,0.0
2021-06-18 16:00:00,0.0,5.0,0.0
2021-06-18 17:00:00,0.0,4.0,0.0
2021-06-18 18:00:00,0.0,13.0,0.0
2021-06-18 19:00:00,0.0,4.0,0.0
2021-06-18 20:00:00,0.0,11.0,0.0
2021-06-18 21:00:00,0.0,4.0,0.0
2021-06-18 22:00:00,0.0,5.0,0.0
2021-06-18 23:00:00,0.0,20.0,0.0
2021-06-19 00:00:00,0.0,7.0,0.0
2021-06-19 01:00:00,593.0,4.0,0.0
2021-06-19 02:00:00,429.0,11.0,0.0
2021-06-19 03:00:00,377.0,4.0,0.0
2021-06-19 04:00:00,373.0,1.0,0.0
2021-06-19 05:00:00,474.0,6.0,0.0
2021-06-19 06:00:00,487.0,9.0,0.0
2021-06-19 07:00:00,310.0,8.0,0.0
2021-06-19 08:00:00,305.0,2.0,0.0
2021-06-19 09:00:00,248.0,0.0,0.0
2021-06-19 10:00:00,249.0,0.0,0.0
2021-06-19 11:00:00,422.0,2.0,0.0
2021-06-19 12:00:00,575.0,3.0,0.0
2021-06-19 13:00:00,0.0,2.0,0.0
2021-06-19 14:00:00,0.0,8.0,0.0
2021-06-19 15:00:00,0.0,15.0,0.0
2021-06-19 16:00:00,0.0,6.0,0.0
2021-06-19 17:00:00,0.0,10.0,2.0
2021-06-19 18:00:00,0.0,17.0,0.0
2021-06-19 19:00:00,0.0,6.0,0.0
2021-06-19 20:00:00,0.0,8.0,0.0
2021-06-19 21:00:00,0.0,11.0,0.0
2021-06-19 22:00:00,0.0,13.0,0.0
2021-06-19 23:00:00,0.0,14.0,0.0
2021-06-20 00:00:00,0.0,14.0,0.0
2021-06-20 01:00:00,589.0,13.0,0.0
2021-06-20 02:00:00,427.0,16.0,0.0
2021-06-20 03:00:00,374.0,15.0,0.0
2021-06-20 04:00:00,476.0,11.0,0.0
2021-06-20 05:00:00,599.0,8.0,0.0
2021-06-20 06:00:00,502.0,4.0,0.0
2021-06-20 07:00:00,490.0,6.0,0.0
2021-06-20 08:00:00,297.0,11.0,0.0
2021-06-20 09:00:00,360.0,8.0,0.0
2021-06-20 10:00:00,331.0,3.0,0.0
2021-06-20 11:00:00,505.0,2.0,0.0
2021-06-20 12:00:00,554.0,5.0,0.0
2021-06-20 13:00:00,0.0,5.0,0.0
2021-06-20 14:00:00,0.0,3.0,0.0
2021-06-20 15:00:00,0.0,4.0,0.0
2021-06-20 16:00:00,0.0,5.0,0.0
2021-06-20 17:00:00,0.0,2.0,0.0
2021-06-20 18:00:00,0.0,4.0,0.0
2021-06-20 19:00:00,0.0,9.0,0.0
2021-06-20 20:00:00,0.0,4.0,0.0
2021-06-20 21:00:00,0.0,8.0,0.0
2021-06-20 22:00:00,0.0,9.0,0.0
2021-06-20 23:00:00,0.0,4.0,0.0
2021-06-21 00:00:00,0.0,6.0,0.0
2021-06-21 01:00:00,417.0,5.0,0.0
2021-06-21 02:00:00,269.0,10.0,0.0
2021-06-21 03:00:00,184.0,3.0,0.0
2021-06-21 04:00:00,274.0,3.0,0.0
2021-06-21 05:00:00,408.0,2.0,0.0
2021-06-21 06:00:00,301.0,1.0,0.0
2021-06-21 07:00:00,226.0,0.0,0.0
2021-06-21 08:00:00,202.0,8.0,0.0
2021-06-21 09:00:00,169.0,0.0,0.0
2021-06-21 10:00:00,216.0,1.0,0.0
2021-06-21 11:00:00,302.0,5.0,0.0
2021-06-21 12:00:00,491.0,2.0,0.0
2021-06-21 13:00:00,0.0,6.0,0.0
2021-06-21 14:00:00,0.0,6.0,0.0
2021-06-21 15:00:00,0.0,4.0,0.0
2021-06-21 16:00:00,0.0,7.0,1.0
2021-06-21 17:00:00,0.0,9.0,0.0
2021-06-21 18:00:00,0.0,6.0,0.0
2021-06-21 19:00:00,0.0,8.0,0.0
2021-06-21 20:00:00,0.0,9.0,1.0
2021-06-21 21:00:00,0.0,6.0,0.0
2021-06-21 22:00:00,0.0,4.0,0.0
2021-06-21 23:00:00,0.0,11.0,0.0
2021-06-22 00:00:00,0.0,12.0,2.0
2021-06-22 01:00:00,348.0,7.0,1.0
2021-06-22 02:00:00,326.0,5.0,0.0
2021-06-22 03:00:00,235.0,6.0,0.0
2021-06-22 04:00:00,335.0,3.0,0.0
2021-06-22 05:00:00,445.0,2.0,0.0
2021-06-22 06:00:00,323.0,0.0,0.0
2021-06-22 07:00:00,186.0,0.0,0.0
2021-06-22 08:00:00,205.0,0.0,0.0
2021-06-22 09:00:00,178.0,1.0,0.0
2021-06-22 10:00:00,221.0,0.0,0.0
2021-06-22 11:00:00,291.0,5.0,0.0
2021-06-22 12:00:00,412.0,6.0,0.0
2021-06-22 13:00:00,0.0,4.0,0.0
2021-06-22 14:00:00,0.0,6.0,0.0
2021-06-22 15:00:00,0.0,7.0,0.0
2021-06-22 16:00:00,0.0,5.0,0.0
2021-06-22 17:00:00,0.0,8.0,0.0
2021-06-22 18:00:00,0.0,5.0,0.0
2021-06-22 19:00:00,0.0,5.0,0.0
2021-06-22 20:00:00,0.0,11.0,0.0
2021-06-22 21:00:00,0.0,19.0,0.0
2021-06-22 22:00:00,0.0,7.0,0.0
2021-06-22 23:00:00,0.0,9.0,0.0
2021-06-23 00:00:00,0.0,6.0,0.0
2021-06-23 01:00:00,382.0,3.0,0.0
2021-06-23 02:00:00,302.0,2.0,0.0
2021-06-23 03:00:00,242.0,1.0,0.0
2021-06-23 04:00:00,378.0,1.0,0.0
2021-06-23 05:00:00,521.0,1.0,0.0
2021-06-23 06:00:00,359.0,0.0,0.0
2021-06-23 07:00:00,253.0,0.0,0.0
2021-06-23 08:00:00,227.0,0.0,0.0
2021-06-23 09:00:00,243.0,0.0,0.0
2021-06-23 10:00:00,277.0,0.0,0.0
2021-06-23 11:00:00,511.0,1.0,0.0
2021-06-23 12:00:00,489.0,10.0,0.0
2021-06-23 13:00:00,0.0,3.0,0.0
2021-06-23 14:00:00,0.0,7.0,0.0
2021-06-23 15:00:00,0.0,8.0,0.0
2021-06-23 16:00:00,0.0,5.0,0.0
2021-06-23 17:00:00,0.0,5.0,0.0
2021-06-23 18:00:00,0.0,8.0,0.0
2021-06-23 19:00:00,0.0,7.0,0.0
2021-06-23 20:00:00,0.0,10.0,0.0
2021-06-23 21:00:00,0.0,6.0,0.0
2021-06-23 22:00:00,0.0,11.0,0.0
2021-06-23 23:00:00,0.0,20.0,0.0
2021-06-24 00:00:00,0.0,6.0,0.0
2021-06-24 01:00:00,435.0,11.0,0.0
2021-06-24 02:00:00,288.0,11.0,0.0
2021-06-24 03:00:00,268.0,10.0,0.0
2021-06-24 04:00:00,451.0,4.0,0.0
2021-06-24 05:00:00,517.0,12.0,0.0
2021-06-24 06:00:00,414.0,2.0,0.0
2021-06-24 07:00:00,298.0,1.0,0.0
2021-06-24 08:00:00,267.0,0.0,0.0
2021-06-24 09:00:00,277.0,0.0,0.0
2021-06-24 10:00:00,300.0,3.0,0.0
2021-06-24 11:00:00,435.0,8.0,0.0
2021-06-24 12:00:00,610.0,5.0,0.0
2021-06-24 13:00:00,0.0,8.0,0.0
2021-06-24 14:00:00,0.0,4.0,0.0
2021-06-24 15:00:00,0.0,9.0,0.0
2021-06-24 16:00:00,0.0,2.0,0.0
2021-06-24 17:00:00,0.0,8.0,0.0
2021-06-24 18:00:00,0.0,9.0,0.0
2021-06-24 19:00:00,0.0,9.0,0.0
2021-06-24 20:00:00,0.0,7.0,0.0
2021-06-24 21:00:00,0.0,17.0,0.0
2021-06-24 22:00:00,0.0,11.0,0.0
2021-06-24 23:00:00,0.0,13.0,0.0
2021-06-25 00:00:00,0.0,6.0,0.0
2021-06-25 01:00:00,534.0,8.0,0.0
2021-06-25 02:00:00,352.0,4.0,0.0
2021-06-25 03:00:00,303.0,11.0,0.0
2021-06-25 04:00:00,430.0,3.0,0.0
2021-06-25 05:00:00,580.0,6.0,0.0
2021-06-25 06:00:00,407.0,3.0,0.0
2021-06-25 07:00:00,319.0,1.0,0.0
2021-06-25 08:00:00,292.0,0.0,0.0
2021-06-25 09:00:00,287.0,0.0,0.0
2021-06-25 10:00:00,323.0,3.0,0.0
2021-06-25 11:00:00,503.0,3.0,0.0
2021-06-25 12:00:00,605.0,9.0,0.0
2021-06-25 13:00:00,0.0,1.0,0.0
2021-06-25 14:00:00,0.0,3.0,0.0
2021-06-25 15:00:00,0.0,7.0,0.0
2021-06-25 16:00:00,0.0,7.0,0.0
2021-06-25 17:00:00,0.0,13.0,0.0
2021-06-25 18:00:00,0.0,5.0,0.0
2021-06-25 19:00:00,0.0,6.0,0.0
2021-06-25 20:00:00,0.0,13.0,0.0
2021-06-25 21:00:00,0.0,13.0,0.0
2021-06-25 22:00:00,0.0,22.0,0.0
2021-06-25 23:00:00,0.0,12.0,0.0
2021-06-26 00:00:00,0.0,19.0,0.0
2021-06-26 01:00:00,617.0,13.0,0.0
2021-06-26 02:00:00,470.0,8.0,0.0
2021-06-26 03:00:00,343.0,9.0,0.0
2021-06-26 04:00:00,374.0,14.0,0.0
2021-06-26 05:00:00,538.0,2.0,0.0
2021-06-26 06:00:00,518.0,5.0,0.0
2021-06-26 07:00:00,445.0,7.0,0.0
2021-06-26 08:00:00,368.0,6.0,0.0
2021-06-26 09:00:00,301.0,0.0,0.0
2021-06-26 10:00:00,319.0,3.0,0.0
2021-06-26 11:00:00,462.0,7.0,0.0
2021-06-26 12:00:00,690.0,5.0,0.0
2021-06-26 13:00:00,0.0,7.0,0.0
2021-06-26 14:00:00,0.0,14.0,0.0
2021-06-26 15:00:00,0.0,2.0,0.0
2021-06-26 16:00:00,0.0,9.0,0.0
2021-06-26 17:00:00,0.0,10.0,0.0
2021-06-26 18:00:00,0.0,10.0,0.0
2021-06-26 19:00:00,0.0,19.0,0.0
2021-06-26 20:00:00,0.0,12.0,0.0
2021-06-26 21:00:00,0.0,20.0,0.0
2021-06-26 22:00:00,0.0,22.0,0.0
2021-06-26 23:00:00,0.0,18.0,0.0
2021-06-27 00:00:00,0.0,11.0,0.0
2021-06-27 01:00:00,574.0,13.0,0.0
2021-06-27 02:00:00,478.0,17.0,0.0
2021-06-27 03:00:00,381.0,4.0,0.0
2021-06-27 04:00:00,452.0,13.0,0.0
2021-06-27 05:00:00,600.0,13.0,0.0
2021-06-27 06:00:00,586.0,7.0,0.0
2021-06-27 07:00:00,516.0,13.0,0.0
2021-06-27 08:00:00,412.0,0.0,0.0
2021-06-27 09:00:00,380.0,6.0,0.0
2021-06-27 10:00:00,316.0,5.0,0.0
2021-06-27 11:00:00,481.0,5.0,0.0
2021-06-27 12:00:00,627.0,0.0,0.0
2021-06-27 13:00:00,0.0,2.0,0.0
2021-06-27 14:00:00,0.0,3.0,0.0
2021-06-27 15:00:00,0.0,4.0,0.0
2021-06-27 16:00:00,0.0,4.0,0.0
2021-06-27 17:00:00,0.0,8.0,0.0
2021-06-27 18:00:00,0.0,11.0,0.0
2021-06-27 19:00:00,0.0,3.0,0.0
2021-06-27 20:00:00,0.0,12.0,0.0
2021-06-27 21:00:00,0.0,7.0,0.0
2021-06-27 22:00:00,0.0,5.0,0.0
2021-06-27 23:00:00,0.0,4.0,0.0
2021-06-28 00:00:00,0.0,7.0,0.0
2021-06-28 01:00:00,502.0,8.0,0.0
2021-06-28 02:00:00,390.0,11.0,0.0
2021-06-28 03:00:00,229.0,4.0,0.0
2021-06-28 04:00:00,379.0,4.0,0.0
2021-06-28 05:00:00,475.0,5.0,0.0
2021-06-28 06:00:00,379.0,0.0,0.0
2021-06-28 07:00:00,249.0,1.0,0.0
2021-06-28 08:00:00,243.0,2.0,0.0
2021-06-28 09:00:00,224.0,0.0,0.0
2021-06-28 10:00:00,235.0,1.0,0.0
2021-06-28 11:00:00,374.0,5.0,0.0
2021-06-28 12:00:00,599.0,9.0,0.0
2021-06-28 13:00:00,0.0,6.0,0.0
2021-06-28 14:00:00,0.0,6.0,0.0
2021-06-28 15:00:00,0.0,4.0,0.0
2021-06-28 16:00:00,0.0,5.0,0.0
2021-06-28 17:00:00,0.0,14.0,0.0
2021-06-28 18:00:00,0.0,7.0,0.0
2021-06-28 19:00:00,0.0,10.0,0.0
2021-06-28 20:00:00,0.0,5.0,0.0
2021-06-28 21:00:00,0.0,11.0,0.0
2021-06-28 22:00:00,0.0,11.0,0.0
2021-06-28 23:00:00,0.0,16.0,0.0
2021-06-29 00:00:00,0.0,11.0,0.0
2021-06-29 01:00:00,379.0,3.0,0.0
2021-06-29 02:00:00,348.0,14.0,0.0
2021-06-29 03:00:00,267.0,8.0,0.0
2021-06-29 04:00:00,388.0,0.0,0.0
2021-06-29 05:00:00,525.0,0.0,0.0
2021-06-29 06:00:00,391.0,1.0,0.0
2021-06-29 07:00:00,303.0,0.0,0.0
2021-06-29 08:00:00,268.0,3.0,0.0
2021-06-29 09:00:00,245.0,1.0,0.0
2021-06-29 10:00:00,300.0,5.0,0.0
2021-06-29 11:00:00,480.0,3.0,0.0
2021-06-29 12:00:00,513.0,7.0,0.0
2021-06-29 13:00:00,0.0,7.0,0.0
2021-06-29 14:00:00,0.0,5.0,0.0
2021-06-29 15:00:00,0.0,7.0,2.0
2021-06-29 16:00:00,0.0,3.0,0.0
2021-06-29 17:00:00,0.0,14.0,0.0
2021-06-29 18:00:00,0.0,14.0,0.0
2021-06-29 19:00:00,0.0,10.0,0.0
2021-06-29 20:00:00,0.0,8.0,0.0
2021-06-29 21:00:00,0.0,12.0,0.0
2021-06-29 22:00:00,0.0,14.0,0.0
2021-06-29 23:00:00,0.0,26.0,0.0
2021-06-30 00:00:00,0.0,8.0,0.0
2021-06-30 01:00:00,482.0,5.0,0.0
2021-06-30 02:00:00,355.0,8.0,0.0
2021-06-30 03:00:00,261.0,5.0,0.0
2021-06-30 04:00:00,436.0,7.0,0.0
2021-06-30 05:00:00,606.0,1.0,0.0
2021-06-30 06:00:00,469.0,1.0,0.0
2021-06-30 07:00:00,342.0,0.0,0.0
2021-06-30 08:00:00,319.0,0.0,0.0
2021-06-30 09:00:00,280.0,1.0,0.0
2021-06-30 10:00:00,329.0,3.0,0.0
2021-06-30 11:00:00,460.0,6.0,0.0
2021-06-30 12:00:00,517.0,8.0,0.0
2021-06-30 13:00:00,0.0,10.0,0.0
2021-06-30 14:00:00,0.0,4.0,0.0
2021-06-30 15:00:00,0.0,7.0,0.0
2021-06-30 16:00:00,0.0,5.0,0.0
2021-06-30 17:00:00,0.0,9.0,0.0
2021-06-30 18:00:00,0.0,8.0,0.0
2021-06-30 19:00:00,0.0,13.0,0.0
2021-06-30 20:00:00,0.0,23.0,0.0
2021-06-30 21:00:00,0.0,10.0,0.0
2021-06-30 22:00:00,0.0,19.0,0.0
2021-06-30 23:00:00,0.0,9.0,0.0
2021-07-01 00:00:00,0.0,19.0,0.0
2021-07-01 01:00:00,603.0,11.0,0.0
2021-07-01 02:00:00,411.0,10.0,0.0
2021-07-01 03:00:00,352.0,7.0,0.0
2021-07-01 04:00:00,492.0,6.0,0.0
2021-07-01 05:00:00,706.0,13.0,0.0
2021-07-01 06:00:00,481.0,2.0,0.0
2021-07-01 07:00:00,320.0,2.0,0.0
2021-07-01 08:00:00,110.0,3.0,0.0
2021-07-01 09:00:00,194.0,0.0,0.0
2021-07-01 10:00:00,342.0,1.0,0.0
2021-07-01 11:00:00,469.0,6.0,0.0
2021-07-01 12:00:00,726.0,9.0,0.0
2021-07-01 13:00:00,0.0,10.0,0.0
2021-07-01 14:00:00,0.0,7.0,0.0
2021-07-01 15:00:00,0.0,4.0,0.0
2021-07-01 16:00:00,0.0,5.0,0.0
2021-07-01 17:00:00,0.0,16.0,0.0
2021-07-01 18:00:00,0.0,16.0,0.0
2021-07-01 19:00:00,0.0,12.0,0.0
2021-07-01 20:00:00,0.0,13.0,0.0
2021-07-01 21:00:00,0.0,17.0,0.0
2021-07-01 22:00:00,0.0,27.0,0.0
2021-07-01 23:00:00,0.0,14.0,0.0
2021-07-02 00:00:00,0.0,11.0,0.0
2021-07-02 01:00:00,554.0,10.0,0.0
2021-07-02 02:00:00,444.0,11.0,0.0
2021-07-02 03:00:00,351.0,11.0,0.0
2021-07-02 04:00:00,562.0,17.0,0.0
2021-07-02 05:00:00,698.0,5.0,0.0
2021-07-02 06:00:00,503.0,0.0,0.0
2021-07-02 07:00:00,429.0,1.0,0.0
2021-07-02 08:00:00,327.0,1.0,0.0
2021-07-02 09:00:00,326.0,2.0,0.0
2021-07-02 10:00:00,419.0,4.0,0.0
2021-07-02 11:00:00,609.0,6.0,0.0
2021-07-02 12:00:00,656.0,11.0,0.0
2021-07-02 13:00:00,0.0,10.0,0.0
2021-07-02 14:00:00,0.0,10.0,0.0
2021-07-02 15:00:00,0.0,15.0,0.0
2021-07-02 16:00:00,0.0,12.0,0.0
2021-07-02 17:00:00,0.0,14.0,0.0
2021-07-02 18:00:00,0.0,14.0,0.0
2021-07-02 19:00:00,0.0,24.0,0.0
2021-07-02 20:00:00,0.0,17.0,0.0
2021-07-02 21:00:00,0.0,3.0,0.0
2021-07-02 22:00:00,0.0,27.0,0.0
2021-07-02 23:00:00,0.0,27.0,0.0
2021-07-03 00:00:00,0.0,15.0,0.0
2021-07-03 01:00:00,683.0,21.0,1.0
2021-07-03 02:00:00,549.0,14.0,0.0
2021-07-03 03:00:00,391.0,15.0,0.0
2021-07-03 04:00:00,502.0,9.0,0.0
2021-07-03 05:00:00,596.0,8.0,0.0
2021-07-03 06:00:00,614.0,6.0,0.0
2021-07-03 07:00:00,504.0,11.0,0.0
2021-07-03 08:00:00,459.0,6.0,0.0
2021-07-03 09:00:00,462.0,1.0,0.0
2021-07-03 10:00:00,457.0,11.0,0.0
2021-07-03 11:00:00,508.0,8.0,0.0
2021-07-03 12:00:00,790.0,5.0,0.0
2021-07-03 13:00:00,0.0,11.0,0.0
2021-07-03 14:00:00,0.0,5.0,0.0
2021-07-03 15:00:00,0.0,6.0,0.0
2021-07-03 16:00:00,0.0,26.0,0.0
2021-07-03 17:00:00,0.0,9.0,0.0
2021-07-03 18:00:00,0.0,23.0,0.0
2021-07-03 19:00:00,0.0,12.0,0.0
2021-07-03 20:00:00,0.0,18.0,0.0
2021-07-03 21:00:00,0.0,18.0,0.0
2021-07-03 22:00:00,0.0,16.0,0.0
2021-07-03 23:00:00,0.0,14.0,1.0
2021-07-04 00:00:00,0.0,25.0,0.0
2021-07-04 01:00:00,638.0,9.0,0.0
2021-07-04 02:00:00,517.0,18.0,0.0
2021-07-04 03:00:00,414.0,16.0,0.0
2021-07-04 04:00:00,467.0,11.0,0.0
2021-07-04 05:00:00,684.0,13.0,0.0
2021-07-04 06:00:00,623.0,10.0,0.0
2021-07-04 07:00:00,537.0,5.0,0.0
2021-07-04 08:00:00,460.0,7.0,0.0
2021-07-04 09:00:00,346.0,7.0,0.0
2021-07-04 10:00:00,392.0,15.0,0.0
2021-07-04 11:00:00,508.0,0.0,0.0
2021-07-04 12:00:00,762.0,2.0,0.0
2021-07-04 13:00:00,0.0,1.0,0.0
2021-07-04 14:00:00,0.0,6.0,0.0
2021-07-04 15:00:00,0.0,6.0,0.0
2021-07-04 16:00:00,0.0,5.0,0.0
2021-07-04 17:00:00,0.0,7.0,0.0
2021-07-04 18:00:00,0.0,13.0,0.0
2021-07-04 19:00:00,0.0,6.0,0.0
2021-07-04 20:00:00,0.0,5.0,0.0
2021-07-04 21:00:00,0.0,8.0,0.0
2021-07-04 22:00:00,0.0,13.0,0.0
2021-07-04 23:00:00,0.0,17.0,0.0
2021-07-05 00:00:00,0.0,12.0,0.0
2021-07-05 01:00:00,562.0,17.0,0.0
2021-07-05 02:00:00,446.0,14.0,0.0
2021-07-05 03:00:00,323.0,13.0,0.0
2021-07-05 04:00:00,466.0,8.0,0.0
2021-07-05 05:00:00,575.0,14.0,0.0
2021-07-05 06:00:00,591.0,5.0,0.0
2021-07-05 07:00:00,462.0,8.0,0.0
2021-07-05 08:00:00,426.0,5.0,0.0
2021-07-05 09:00:00,342.0,7.0,0.0
2021-07-05 10:00:00,382.0,6.0,0.0
2021-07-05 11:00:00,527.0,10.0,0.0
2021-07-05 12:00:00,698.0,8.0,0.0
2021-07-05 13:00:00,0.0,3.0,0.0
2021-07-05 14:00:00,0.0,4.0,0.0
2021-07-05 15:00:00,0.0,10.0,0.0
2021-07-05 16:00:00,0.0,6.0,0.0
2021-07-05 17:00:00,0.0,13.0,0.0
2021-07-05 18:00:00,0.0,12.0,0.0
2021-07-05 19:00:00,0.0,3.0,0.0
2021-07-05 20:00:00,0.0,7.0,0.0
2021-07-05 21:00:00,0.0,6.0,0.0
2021-07-05 22:00:00,0.0,6.0,0.0
2021-07-05 23:00:00,0.0,13.0,0.0
2021-07-06 00:00:00,0.0,9.0,0.0
2021-07-06 01:00:00,454.0,16.0,0.0
2021-07-06 02:00:00,385.0,11.0,0.0
2021-07-06 03:00:00,305.0,12.0,0.0
2021-07-06 04:00:00,386.0,12.0,0.0
2021-07-06 05:00:00,517.0,5.0,0.0
2021-07-06 06:00:00,358.0,2.0,0.0
2021-07-06 07:00:00,289.0,4.0,0.0
2021-07-06 08:00:00,258.0,4.0,0.0
2021-07-06 09:00:00,264.0,1.0,0.0
2021-07-06 10:00:00,354.0,4.0,0.0
2021-07-06 11:00:00,484.0,7.0,0.0
2021-07-06 12:00:00,628.0,8.0,0.0
2021-07-06 13:00:00,0.0,14.0,0.0
2021-07-06 14:00:00,0.0,8.0,0.0
2021-07-06 15:00:00,0.0,10.0,0.0
2021-07-06 16:00:00,0.0,10.0,0.0
2021-07-06 17:00:00,0.0,12.0,0.0
2021-07-06 18:00:00,0.0,14.0,0.0
2021-07-06 19:00:00,0.0,8.0,0.0
2021-07-06 20:00:00,0.0,9.0,0.0
2021-07-06 21:00:00,0.0,10.0,0.0
2021-07-06 22:00:00,0.0,13.0,0.0
2021-07-06 23:00:00,0.0,14.0,0.0
2021-07-07 00:00:00,0.0,25.0,0.0
2021-07-07 01:00:00,546.0,8.0,0.0
2021-07-07 02:00:00,367.0,9.0,0.0
2021-07-07 03:00:00,293.0,9.0,0.0
2021-07-07 04:00:00,400.0,9.0,0.0
2021-07-07 05:00:00,529.0,11.0,0.0
2021-07-07 06:00:00,380.0,3.0,0.0
2021-07-07 07:00:00,296.0,4.0,0.0
2021-07-07 08:00:00,229.0,2.0,0.0
2021-07-07 09:00:00,225.0,1.0,0.0
2021-07-07 10:00:00,300.0,5.0,0.0
2021-07-07 11:00:00,381.0,4.0,0.0
2021-07-07 12:00:00,720.0,16.0,0.0
2021-07-07 13:00:00,0.0,10.0,0.0
2021-07-07 14:00:00,0.0,9.0,0.0
2021-07-07 15:00:00,0.0,11.0,0.0
2021-07-07 16:00:00,0.0,6.0,0.0
2021-07-07 17:00:00,0.0,4.0,0.0
2021-07-07 18:00:00,0.0,9.0,0.0
2021-07-07 19:00:00,0.0,14.0,0.0
2021-07-07 20:00:00,0.0,13.0,0.0
2021-07-07 21:00:00,0.0,19.0,2.0
2021-07-07 22:00:00,0.0,23.0,0.0
2021-07-07 23:00:00,0.0,17.0,0.0
2021-07-08 00:00:00,0.0,15.0,0.0
2021-07-08 01:00:00,454.0,18.0,0.0
2021-07-08 02:00:00,333.0,10.0,0.0
2021-07-08 03:00:00,281.0,15.0,0.0
2021-07-08 04:00:00,414.0,9.0,0.0
2021-07-08 05:00:00,517.0,5.0,0.0
2021-07-08 06:00:00,389.0,1.0,0.0
2021-07-08 07:00:00,269.0,0.0,0.0
2021-07-08 08:00:00,283.0,3.0,0.0
2021-07-08 09:00:00,253.0,0.0,0.0
2021-07-08 10:00:00,298.0,4.0,0.0
2021-07-08 11:00:00,452.0,8.0,0.0
2021-07-08 12:00:00,515.0,11.0,0.0
2021-07-08 13:00:00,0.0,11.0,0.0
2021-07-08 14:00:00,0.0,11.0,0.0
2021-07-08 15:00:00,0.0,8.0,0.0
2021-07-08 16:00:00,0.0,12.0,0.0
2021-07-08 17:00:00,0.0,15.0,0.0
2021-07-08 18:00:00,0.0,12.0,0.0
2021-07-08 19:00:00,0.0,10.0,0.0
2021-07-08 20:00:00,0.0,16.0,0.0
2021-07-08 21:00:00,0.0,19.0,0.0
2021-07-08 22:00:00,0.0,19.0,0.0
2021-07-08 23:00:00,0.0,46.0,0.0
2021-07-09 00:00:00,0.0,23.0,0.0
2021-07-09 01:00:00,467.0,18.0,0.0
2021-07-09 02:00:00,367.0,11.0,0.0
2021-07-09 03:00:00,318.0,9.0,0.0
2021-07-09 04:00:00,472.0,14.0,0.0
2021-07-09 05:00:00,606.0,3.0,0.0
2021-07-09 06:00:00,465.0,2.0,0.0
2021-07-09 07:00:00,320.0,4.0,0.0
2021-07-09 08:00:00,341.0,3.0,0.0
2021-07-09 09:00:00,322.0,1.0,0.0
2021-07-09 10:00:00,426.0,5.0,0.0
2021-07-09 11:00:00,679.0,7.0,0.0
